cell_lat,cell_lon,pass_count,csetn1_avg,nsi,slope_deg,rpi,nearest_psr_name,distance_km,within_psr,priority_tier,annotation
-86.625,256.375,4,2.5,0.1639,4.36,0.037601,de_Gerlache,55.3,False,Background,
-88.875,62.875,3,1.6667,0.4426,11.77,0.037595,Shackleton,31.5,False,Watch,
-85.125,359.375,10,2.3,0.2308,6.14,0.037578,Haworth,71.5,False,Background,
-85.625,126.625,3,2.6667,0.1082,2.88,0.037578,Sverdrup,82.5,False,Background,
-87.125,232.875,5,2.2,0.2643,7.03,0.037568,de_Gerlache,57.6,False,Background,
-89.125,55.375,3,2.6667,0.1082,2.88,0.037564,Shackleton,25.7,False,Background,
-89.375,302.375,7,2.0,0.3311,8.82,0.037561,Shackleton,28.9,False,Watch,
-89.125,16.375,5,2.2,0.2643,7.04,0.037558,Shackleton,31.8,False,Background,
-87.375,137.875,3,2.3333,0.2197,5.85,0.03755,Sverdrup,25.9,False,Background,
-85.375,283.375,3,1.6667,0.4426,11.79,0.037541,Cabeus,83.9,False,Watch,
-87.875,46.625,5,2.4,0.1974,5.26,0.037503,Faustini,50.8,False,Background,
-87.125,143.625,3,2.6667,0.1082,2.89,0.0375,Sverdrup,28.8,False,Background,
-86.375,245.625,4,1.5,0.4984,13.29,0.037497,de_Gerlache,68.4,False,Watch,
-89.625,316.625,3,2.0,0.3311,8.83,0.037486,Shackleton,21.3,False,Watch,
-88.375,266.375,4,2.25,0.2475,6.61,0.037458,de_Gerlache,5.1,True,Background,confirmed within de_Gerlache PSR boundary
-87.625,307.625,3,2.3333,0.2197,5.87,0.037426,de_Gerlache,42.7,False,Background,
-89.375,335.125,5,2.4,0.1974,5.28,0.037403,Shackleton,28.3,False,Background,
-86.375,5.625,5,1.8,0.398,10.65,0.037386,Haworth,37.1,False,Watch,
-87.625,167.125,4,2.0,0.3311,8.86,0.037379,Sverdrup,20.3,False,Watch,
-85.125,335.375,4,1.75,0.4148,11.1,0.037378,Cabeus,51.3,False,Watch,
-87.375,30.875,3,2.0,0.3311,8.86,0.037358,Haworth,47.8,False,Watch,
-88.625,79.875,3,2.6667,0.1082,2.9,0.037355,Shackleton,36.0,False,Background,
-86.125,101.125,3,2.0,0.3311,8.87,0.037347,Faustini,45.0,False,Watch,
-85.125,309.375,5,2.4,0.1974,5.29,0.037342,Cabeus,18.7,True,Background,confirmed within Cabeus PSR boundary
-88.875,160.375,3,1.3333,0.5541,14.84,0.037337,Shackleton,26.0,False,Watch,
-88.625,81.625,4,2.5,0.1639,4.4,0.037298,Shackleton,35.8,False,Background,
-87.875,35.125,12,2.1667,0.2754,7.39,0.037282,Haworth,49.4,False,Background,
-87.375,61.625,4,2.0,0.3311,8.89,0.037253,Faustini,31.3,False,Watch,
-88.625,50.625,4,1.75,0.4148,11.14,0.037224,Shackleton,41.0,False,Watch,
-88.625,30.625,3,1.3333,0.5541,14.89,0.03721,Shackleton,44.3,False,Watch,
-87.125,172.125,3,2.0,0.3311,8.9,0.037209,Sverdrup,36.3,False,Watch,
-87.875,223.375,3,2.0,0.3311,8.92,0.037135,de_Gerlache,49.0,False,Watch,
-86.625,243.625,3,2.3333,0.2197,5.92,0.037116,de_Gerlache,62.6,False,Background,
-87.875,69.625,3,1.6667,0.4426,11.93,0.037113,Faustini,27.0,False,Watch,
-85.375,37.125,3,1.6667,0.4426,11.93,0.037113,Nobile,41.2,False,Watch,
-87.875,223.625,5,2.0,0.3311,8.93,0.037097,de_Gerlache,48.8,False,Watch,
-86.875,41.625,3,2.0,0.3311,8.94,0.037045,Nobile,56.9,False,Watch,
-88.375,313.125,5,2.0,0.3311,8.94,0.037037,de_Gerlache,35.1,False,Watch,
-87.375,118.875,3,2.0,0.3311,8.94,0.037027,Sverdrup,44.4,False,Watch,
-89.125,166.125,6,2.1667,0.2754,7.44,0.037023,Shackleton,19.4,False,Background,
-88.375,313.375,13,2.0,0.3311,8.95,0.037,de_Gerlache,35.3,False,Watch,
-87.125,200.875,4,1.75,0.4148,11.21,0.036989,Sverdrup,65.2,False,Watch,
-88.875,215.875,4,1.5,0.4984,13.48,0.036977,Shackleton,34.9,False,Watch,
-87.125,228.125,5,2.4,0.1974,5.34,0.036969,de_Gerlache,61.6,False,Background,
-85.125,60.125,6,1.3333,0.5541,15.0,0.036943,Nobile,17.0,True,Watch,confirmed within Nobile PSR — strong suppression
-86.125,181.875,8,2.5,0.1639,4.44,0.036942,Sverdrup,71.2,False,Background,
-89.375,308.125,7,2.2857,0.2356,6.38,0.03691,Shackleton,29.0,False,Background,
-85.125,306.625,3,2.0,0.3311,8.98,0.036885,Cabeus,25.6,True,Watch,confirmed within Cabeus PSR boundary
-85.625,266.875,4,2.25,0.2475,6.72,0.036855,de_Gerlache,82.4,False,Background,
-87.375,45.875,4,1.25,0.582,15.8,0.036829,Faustini,52.9,False,Watch,
-87.875,82.375,3,2.0,0.3311,9.0,0.036811,Faustini,20.5,True,Watch,confirmed within Faustini PSR boundary
-85.125,358.625,3,2.3333,0.2197,5.97,0.036796,Haworth,71.4,False,Background,
-89.125,177.625,8,2.25,0.2475,6.73,0.03679,Shackleton,21.2,False,Background,
-89.375,359.625,3,2.0,0.3311,9.01,0.036769,Shackleton,26.5,False,Watch,
-85.625,54.375,3,2.0,0.3311,9.01,0.036757,Nobile,13.6,True,Watch,confirmed within Nobile PSR boundary
-87.625,73.875,3,1.6667,0.4426,12.05,0.036746,Faustini,18.1,True,Watch,confirmed within Faustini PSR boundary
-88.375,353.125,4,2.5,0.1639,4.46,0.03673,Haworth,27.5,False,Background,
-85.125,288.625,3,1.6667,0.4426,12.06,0.036706,Cabeus,71.8,False,Watch,
-86.375,154.875,4,2.25,0.2475,6.75,0.03669,Sverdrup,49.4,False,Background,
-87.125,151.375,3,2.6667,0.1082,2.95,0.03669,Sverdrup,26.6,False,Background,
-88.625,143.875,8,2.125,0.2893,7.89,0.036675,Sverdrup,20.4,False,Background,
-86.125,57.375,4,1.75,0.4148,11.31,0.036674,Nobile,30.0,True,Watch,confirmed within Nobile PSR boundary
-86.875,238.125,5,2.6,0.1305,3.56,0.036627,de_Gerlache,59.8,False,Background,
-89.125,223.875,5,1.4,0.5318,14.52,0.036625,Shackleton,29.1,False,Watch,
-87.875,132.625,5,1.8,0.398,10.87,0.036611,Sverdrup,21.9,False,Watch,
-88.125,170.125,4,2.5,0.1639,4.48,0.036603,Sverdrup,18.4,False,Background,
-88.625,324.125,4,2.0,0.3311,9.05,0.036602,de_Gerlache,41.3,False,Watch,
-88.375,223.375,8,1.75,0.4148,11.33,0.036601,de_Gerlache,41.2,False,Watch,
-86.375,137.125,4,2.25,0.2475,6.77,0.036577,Sverdrup,53.9,False,Background,
-87.625,178.875,4,2.0,0.3311,9.06,0.036553,Sverdrup,32.2,False,Watch,
-87.625,345.875,3,1.6667,0.4426,12.11,0.03654,Haworth,13.1,True,Watch,confirmed within Haworth PSR boundary
-87.875,96.875,3,2.0,0.3311,9.06,0.036536,Faustini,27.0,False,Watch,
-86.375,231.375,5,2.4,0.1974,5.4,0.036534,de_Gerlache,78.7,False,Background,
-85.375,52.625,9,1.8889,0.3683,10.08,0.036527,Nobile,6.3,True,Watch,confirmed within Nobile PSR boundary
-85.125,218.875,6,2.3333,0.2197,6.02,0.036514,de_Gerlache,124.2,False,Background,
-89.125,42.125,4,2.5,0.1639,4.49,0.036509,Shackleton,27.9,False,Background,
-89.375,67.875,3,2.0,0.3311,9.08,0.036475,Shackleton,16.7,False,Watch,
-85.375,343.875,6,2.3333,0.2197,6.02,0.036464,Haworth,66.8,False,Background,
-87.625,231.625,4,1.75,0.4148,11.38,0.036446,de_Gerlache,46.8,False,Watch,
-85.625,235.375,4,2.0,0.3311,9.09,0.036446,de_Gerlache,96.9,False,Watch,
-86.375,315.375,10,2.4,0.1974,5.42,0.036437,Cabeus,44.8,True,Background,confirmed within Cabeus PSR boundary
-85.875,245.375,3,2.0,0.3311,9.1,0.0364,de_Gerlache,83.0,False,Watch,
-86.125,21.125,3,2.0,0.3311,9.11,0.03635,Haworth,58.8,False,Watch,
-89.625,63.875,3,1.3333,0.5541,15.24,0.036348,Shackleton,11.6,False,Watch,
-89.125,88.125,4,2.25,0.2475,6.81,0.036342,Shackleton,20.1,False,Background,
-89.125,57.375,4,2.75,0.0803,2.21,0.036333,Shackleton,25.3,False,Background,
-86.875,134.125,4,1.75,0.4148,11.42,0.036304,Sverdrup,41.8,False,Watch,
-88.875,325.125,8,1.75,0.4148,11.43,0.036296,de_Gerlache,40.7,False,Watch,
-89.625,28.125,4,2.0,0.3311,9.12,0.036292,Shackleton,16.6,False,Watch,
-86.375,68.875,4,2.0,0.3311,9.13,0.036281,Faustini,34.8,False,Watch,
-88.875,315.375,7,2.1429,0.2834,7.82,0.036249,de_Gerlache,34.9,False,Background,
-85.125,178.125,5,1.6,0.4649,12.83,0.036248,Sverdrup,96.8,False,Watch,
-86.625,229.125,3,2.3333,0.2197,6.06,0.036243,de_Gerlache,73.8,False,Background,
-89.125,357.125,5,1.8,0.398,10.99,0.03622,Shackleton,34.1,False,Watch,
-87.125,300.375,3,2.0,0.3311,9.15,0.036204,de_Gerlache,48.9,False,Watch,
-89.625,208.875,6,1.6667,0.4426,12.23,0.036181,Shackleton,13.7,False,Watch,
-85.125,352.875,3,2.0,0.3311,9.15,0.036178,Haworth,71.3,False,Watch,
-87.625,345.125,3,1.6667,0.4426,12.24,0.036161,Haworth,14.0,True,Watch,confirmed within Haworth PSR boundary
-87.875,69.125,3,1.6667,0.4426,12.25,0.036147,Faustini,27.4,False,Watch,
-87.875,64.875,4,1.75,0.4148,11.47,0.036145,Faustini,31.2,False,Watch,
-86.625,91.125,3,2.0,0.3311,9.17,0.036122,Faustini,21.6,False,Watch,
-89.375,310.625,3,2.3333,0.2197,6.09,0.036081,Shackleton,29.0,False,Background,
-87.625,78.375,3,1.3333,0.5541,15.36,0.036076,Faustini,14.5,True,Watch,confirmed within Faustini PSR — strong suppression
-85.875,185.375,6,2.3333,0.2197,6.09,0.036075,Sverdrup,81.1,False,Background,
-85.625,267.875,3,2.3333,0.2197,6.09,0.036068,de_Gerlache,82.2,False,Background,
-85.125,221.875,5,2.6,0.1305,3.62,0.036064,de_Gerlache,121.7,False,Background,
-86.125,94.625,4,1.5,0.4984,13.82,0.036056,Faustini,38.1,False,Watch,
-87.875,251.875,3,2.3333,0.2197,6.1,0.036016,de_Gerlache,24.3,False,Background,
-87.375,55.625,5,1.8,0.398,11.06,0.03599,Faustini,39.6,False,Watch,
-89.125,108.625,4,2.25,0.2475,6.89,0.035943,Shackleton,17.5,False,Background,
-86.125,59.625,5,2.4,0.1974,5.49,0.035923,Nobile,31.9,True,Background,confirmed within Nobile PSR boundary
-89.375,2.125,4,1.75,0.4148,11.55,0.035905,Shackleton,26.3,False,Watch,
-86.625,36.125,3,2.0,0.3311,9.22,0.035903,Nobile,57.3,False,Watch,
-87.875,125.625,3,2.3333,0.2197,6.12,0.035872,Sverdrup,29.3,False,Background,
-86.375,154.625,4,2.25,0.2475,6.9,0.035868,Sverdrup,49.4,False,Background,
-88.375,181.875,3,2.3333,0.2197,6.13,0.035857,Sverdrup,30.0,False,Background,
-89.375,13.625,5,2.2,0.2643,7.37,0.035852,Shackleton,25.0,False,Background,
-85.875,59.375,5,2.2,0.2643,7.37,0.03585,Nobile,25.2,True,Background,confirmed within Nobile PSR boundary
-85.875,235.125,6,1.3333,0.5541,15.46,0.035849,de_Gerlache,89.9,False,Watch,
-86.375,197.375,3,2.3333,0.2197,6.13,0.035849,Sverdrup,79.4,False,Background,
-86.625,298.375,3,2.0,0.3311,9.24,0.035843,de_Gerlache,61.2,False,Watch,
-87.375,358.875,3,2.3333,0.2197,6.14,0.035777,Haworth,5.6,True,Background,confirmed within Haworth PSR boundary
-88.625,84.125,4,2.5,0.1639,4.58,0.035766,Shackleton,35.4,False,Background,
-85.625,275.875,3,2.3333,0.2197,6.14,0.035764,de_Gerlache,82.2,False,Background,
-86.375,135.875,3,2.0,0.3311,9.26,0.035747,Sverdrup,54.6,False,Watch,
-85.625,316.625,5,2.4,0.1974,5.53,0.035714,Cabeus,22.0,True,Background,confirmed within Cabeus PSR boundary
-87.125,232.375,3,2.3333,0.2197,6.15,0.035697,de_Gerlache,58.0,False,Background,
-88.625,128.875,4,2.0,0.3311,9.28,0.035687,Sverdrup,28.0,False,Watch,
-87.875,331.875,3,1.6667,0.4426,12.41,0.035673,Haworth,31.1,False,Watch,
-88.125,357.125,3,1.6667,0.4426,12.41,0.035666,Haworth,20.0,True,Watch,confirmed within Haworth PSR boundary
-85.125,158.125,4,1.75,0.4148,11.64,0.035646,Sverdrup,87.7,False,Watch,
-87.625,118.625,4,2.25,0.2475,6.95,0.035607,Sverdrup,40.1,False,Background,
-86.875,359.875,3,1.3333,0.5541,15.57,0.035597,Haworth,19.3,True,Watch,confirmed within Haworth PSR — strong suppression
-87.625,59.625,3,1.0,0.6656,18.7,0.035591,Faustini,34.5,False,Watch,
-88.625,126.125,5,1.8,0.398,11.18,0.035588,Sverdrup,29.8,False,Watch,
-87.375,143.875,3,2.3333,0.2197,6.17,0.035576,Sverdrup,21.6,False,Background,
-87.875,182.625,4,2.0,0.3311,9.31,0.035571,Sverdrup,32.7,False,Watch,
-88.125,81.625,3,2.0,0.3311,9.31,0.035565,Faustini,28.1,False,Watch,
-86.375,216.625,6,1.6667,0.4426,12.45,0.035545,de_Gerlache,91.2,False,Watch,
-88.875,198.125,3,2.0,0.3311,9.32,0.035545,Shackleton,31.9,False,Watch,
-87.125,189.625,3,2.3333,0.2197,6.19,0.03551,Sverdrup,53.3,False,Background,
-85.875,235.625,4,1.5,0.4984,14.04,0.035502,de_Gerlache,89.5,False,Watch,
-87.625,72.125,3,2.0,0.3311,9.33,0.035502,Faustini,19.9,True,Watch,confirmed within Faustini PSR boundary
-88.625,123.375,3,1.6667,0.4426,12.48,0.03548,Sverdrup,31.6,False,Watch,
-85.125,212.125,5,2.2,0.2643,7.45,0.035462,Sverdrup,128.3,False,Background,
-89.375,167.125,5,1.8,0.398,11.23,0.035454,Shackleton,12.6,False,Watch,
-86.625,224.375,3,1.6667,0.4426,12.49,0.035452,de_Gerlache,77.8,False,Watch,
-86.375,65.875,3,2.0,0.3311,9.35,0.035421,Faustini,38.4,False,Watch,
-86.125,129.125,5,2.4,0.1974,5.57,0.035415,Sverdrup,66.3,False,Background,
-86.125,11.125,3,1.6667,0.4426,12.5,0.03541,Haworth,48.4,False,Watch,
-86.125,234.625,4,2.25,0.2475,6.99,0.035401,de_Gerlache,83.2,False,Background,
-85.625,237.625,3,1.3333,0.5541,15.66,0.035376,de_Gerlache,95.3,False,Watch,
-86.875,225.625,6,1.8333,0.3869,10.94,0.035362,de_Gerlache,70.2,False,Watch,
-86.375,66.375,3,1.6667,0.4426,12.53,0.035326,Faustini,37.8,False,Watch,
-87.125,154.875,5,2.4,0.1974,5.59,0.035308,Sverdrup,26.7,False,Background,
-86.875,179.625,3,2.6667,0.1082,3.07,0.035278,Sverdrup,49.3,False,Background,
-89.125,226.875,3,1.3333,0.5541,15.71,0.035273,Shackleton,29.5,False,Watch,
-87.375,89.875,3,2.3333,0.2197,6.24,0.03519,Faustini,10.9,True,Background,confirmed within Faustini PSR boundary
-87.875,310.625,3,1.6667,0.4426,12.58,0.035173,de_Gerlache,40.2,False,Watch,
-85.625,61.625,3,2.3333,0.2197,6.25,0.035165,Nobile,23.8,True,Background,confirmed within Nobile PSR boundary
-87.125,193.375,4,1.75,0.4148,11.8,0.035159,Sverdrup,57.3,False,Watch,
-87.875,18.125,3,2.0,0.3311,9.42,0.035142,Haworth,30.4,False,Watch,
-85.125,331.875,3,2.0,0.3311,9.42,0.035138,Cabeus,42.3,True,Watch,confirmed within Cabeus PSR boundary
-89.125,89.875,5,2.2,0.2643,7.52,0.035129,Shackleton,19.9,False,Background,
-86.375,78.875,3,2.0,0.3311,9.43,0.035126,Faustini,26.1,False,Watch,
-85.875,233.625,3,1.6667,0.4426,12.61,0.03511,de_Gerlache,91.0,False,Watch,
-86.125,58.875,4,2.25,0.2475,7.05,0.035089,Nobile,31.1,True,Background,confirmed within Nobile PSR boundary
-85.875,93.125,3,1.6667,0.4426,12.62,0.035075,Faustini,43.9,False,Watch,
-86.875,268.125,3,2.0,0.3311,9.44,0.035068,de_Gerlache,44.4,False,Watch,
-87.875,295.625,3,2.0,0.3311,9.45,0.03506,de_Gerlache,27.1,False,Watch,
-86.125,149.625,6,2.3333,0.2197,6.27,0.035039,Sverdrup,57.0,False,Background,
-87.625,263.375,3,2.0,0.3311,9.45,0.035035,de_Gerlache,23.2,False,Watch,
-88.125,183.125,3,2.3333,0.2197,6.28,0.035006,Sverdrup,31.2,False,Background,
-88.625,215.875,12,2.25,0.2475,7.07,0.035003,Shackleton,42.3,False,Background,
-85.625,212.875,5,2.2,0.2643,7.55,0.034999,de_Gerlache,115.2,False,Background,
-85.625,98.625,3,1.6667,0.4426,12.65,0.034997,Faustini,55.6,False,Watch,
-88.625,51.625,3,2.0,0.3311,9.46,0.034996,Shackleton,40.8,False,Watch,
-85.625,308.375,5,2.4,0.1974,5.64,0.034987,Cabeus,29.1,True,Background,confirmed within Cabeus PSR boundary
-87.375,142.125,5,2.4,0.1974,5.64,0.034984,Sverdrup,22.7,False,Background,
-86.875,67.625,3,2.3333,0.2197,6.28,0.03498,Faustini,26.3,False,Background,
-85.125,358.375,6,2.5,0.1639,4.69,0.034975,Haworth,71.3,False,Background,
-85.625,34.625,5,1.4,0.5318,15.21,0.034973,Nobile,47.6,False,Watch,
-89.375,154.875,6,1.3333,0.5541,15.86,0.034945,Shackleton,10.8,False,Watch,
-85.125,208.625,4,2.0,0.3311,9.48,0.03494,Sverdrup,124.6,False,Watch,
-88.625,179.125,3,2.3333,0.2197,6.29,0.034928,Sverdrup,29.9,False,Background,
-87.625,50.125,4,1.5,0.4984,14.27,0.034926,Faustini,46.4,False,Watch,
-89.125,173.375,6,2.3333,0.2197,6.29,0.034909,Shackleton,20.5,False,Background,
-86.875,205.625,7,2.2857,0.2356,6.75,0.034903,Sverdrup,75.9,False,Background,
-88.125,330.875,3,2.3333,0.2197,6.3,0.034886,Haworth,34.3,False,Background,
-89.125,10.625,5,2.2,0.2643,7.58,0.034882,Shackleton,32.6,False,Background,
-87.125,320.375,3,2.0,0.3311,9.5,0.034869,Haworth,50.2,False,Watch,
-86.375,174.125,7,2.7143,0.0923,2.65,0.034867,Sverdrup,58.0,False,Background,
-89.125,73.875,4,2.25,0.2475,7.1,0.034864,Shackleton,22.5,False,Background,
-86.875,72.375,3,2.3333,0.2197,6.3,0.03485,Faustini,19.6,True,Background,confirmed within Faustini PSR boundary
-87.625,199.625,3,2.0,0.3311,9.5,0.034841,Sverdrup,54.0,False,Watch,
-88.125,310.625,5,2.4,0.1974,5.67,0.034834,de_Gerlache,36.0,False,Background,
-86.625,115.625,4,2.25,0.2475,7.11,0.034811,Faustini,54.8,False,Background,
-86.125,208.875,3,2.0,0.3311,9.52,0.034781,Sverdrup,97.9,False,Watch,
-87.375,311.375,9,1.4444,0.5169,14.88,0.034737,de_Gerlache,51.6,False,Watch,
-89.625,126.625,3,2.0,0.3311,9.54,0.034726,Shackleton,1.5,True,Watch,confirmed within Shackleton PSR boundary
-86.125,63.125,4,2.0,0.3311,9.54,0.03472,Nobile,36.1,True,Watch,confirmed within Nobile PSR boundary
-86.875,182.625,5,2.4,0.1974,5.69,0.034714,Sverdrup,52.1,False,Background,
-86.625,312.625,5,1.8,0.398,11.47,0.034697,Cabeus,52.8,False,Watch,
-85.375,233.375,4,1.5,0.4984,14.37,0.034673,de_Gerlache,105.5,False,Watch,
-88.125,301.125,4,2.0,0.3311,9.56,0.034653,de_Gerlache,27.7,False,Watch,
-85.875,219.125,3,2.0,0.3311,9.56,0.034643,de_Gerlache,102.8,False,Watch,
-85.625,317.875,3,2.3333,0.2197,6.34,0.034638,Cabeus,22.5,True,Background,confirmed within Cabeus PSR boundary
-86.625,74.875,3,2.3333,0.2197,6.34,0.03463,Faustini,22.1,False,Background,
-85.375,240.625,5,2.2,0.2643,7.64,0.034606,de_Gerlache,100.5,False,Background,
-89.125,190.375,10,2.1,0.2977,8.61,0.034596,Shackleton,23.4,False,Background,
-85.375,304.125,3,2.0,0.3311,9.58,0.034573,Cabeus,33.7,True,Watch,confirmed within Cabeus PSR boundary
-88.875,93.375,3,2.3333,0.2197,6.35,0.034573,Shackleton,26.7,False,Background,
-87.625,217.375,3,2.0,0.3311,9.59,0.034534,de_Gerlache,59.4,False,Watch,
-87.125,234.875,5,2.6,0.1305,3.78,0.034522,de_Gerlache,55.9,False,Background,
-89.375,49.375,5,2.4,0.1974,5.73,0.034472,Shackleton,19.9,False,Background,
-86.125,224.875,8,2.625,0.1221,3.55,0.034452,de_Gerlache,91.0,False,Background,
-89.375,323.875,4,2.5,0.1639,4.76,0.034444,Shackleton,28.8,False,Background,
-86.625,217.375,7,2.5714,0.14,4.07,0.034423,de_Gerlache,83.9,False,Background,
-86.375,239.625,6,2.5,0.1639,4.76,0.034422,de_Gerlache,72.4,False,Background,
-89.125,221.375,4,1.5,0.4984,14.48,0.034414,Shackleton,28.7,False,Watch,
-87.625,352.375,5,2.2,0.2643,7.68,0.034403,Haworth,6.1,True,Background,confirmed within Haworth PSR boundary
-85.125,279.125,4,2.0,0.3311,9.63,0.034401,Cabeus,95.8,False,Watch,
-86.375,319.125,4,2.25,0.2475,7.2,0.034364,Cabeus,45.3,True,Background,confirmed within Cabeus PSR boundary
-88.875,128.125,3,2.0,0.3311,9.64,0.034357,Shackleton,24.1,False,Watch,
-87.875,189.375,3,1.6667,0.4426,12.89,0.034327,Sverdrup,39.7,False,Watch,
-89.125,164.875,5,2.2,0.2643,7.7,0.03431,Shackleton,19.3,False,Background,
-85.875,215.625,5,2.4,0.1974,5.75,0.034306,de_Gerlache,105.8,False,Background,
-86.125,164.875,4,2.5,0.1639,4.78,0.034298,Sverdrup,59.7,False,Background,
-87.375,265.375,3,1.6667,0.4426,12.91,0.034274,de_Gerlache,29.9,False,Watch,
-85.125,348.125,4,2.0,0.3311,9.66,0.034271,Haworth,72.4,False,Watch,
-88.625,82.625,5,2.6,0.1305,3.81,0.034262,Shackleton,35.6,False,Background,
-88.625,347.875,3,1.0,0.6656,19.43,0.03426,Haworth,35.8,False,Watch,
-86.125,63.875,4,2.0,0.3311,9.67,0.034254,Nobile,37.1,False,Watch,
-86.375,66.875,3,2.0,0.3311,9.67,0.034243,Faustini,37.2,False,Watch,
-88.375,59.875,4,1.5,0.4984,14.56,0.034229,Faustini,44.2,False,Watch,
-85.375,207.375,5,2.2,0.2643,7.73,0.034206,Sverdrup,116.4,False,Background,
-89.125,138.625,4,1.75,0.4148,12.13,0.034203,Shackleton,16.7,False,Watch,
-87.375,134.625,5,2.4,0.1974,5.77,0.034182,Sverdrup,28.7,False,Background,
-85.375,96.125,4,2.0,0.3311,9.69,0.034181,Faustini,60.5,False,Watch,
-89.125,76.875,3,2.3333,0.2197,6.43,0.03418,Shackleton,21.9,False,Background,
-87.125,51.125,3,2.3333,0.2197,6.43,0.034177,Faustini,47.6,False,Background,
-85.375,322.875,7,2.4286,0.1878,5.5,0.03417,Cabeus,22.8,True,Background,confirmed within Cabeus PSR boundary
-85.125,264.125,4,2.25,0.2475,7.24,0.034168,de_Gerlache,97.9,False,Background,
-88.125,181.375,5,2.0,0.3311,9.7,0.034134,Sverdrup,29.5,False,Watch,
-85.375,239.875,5,2.2,0.2643,7.76,0.034071,de_Gerlache,101.0,False,Background,
-87.625,154.625,3,2.3333,0.2197,6.45,0.034068,Sverdrup,11.6,True,Background,confirmed within Sverdrup PSR boundary
-87.125,355.375,3,2.0,0.3311,9.73,0.034049,Haworth,10.5,True,Watch,confirmed within Haworth PSR boundary
-87.625,198.125,3,1.6667,0.4426,13.0,0.03404,Sverdrup,52.5,False,Watch,
-88.125,314.125,12,2.25,0.2475,7.28,0.034012,de_Gerlache,39.1,False,Background,
-85.125,112.375,5,2.6,0.1305,3.84,0.033983,Faustini,84.4,False,Background,
-86.375,264.375,3,2.3333,0.2197,6.47,0.033967,de_Gerlache,60.1,False,Background,
-88.125,69.125,3,1.3333,0.5541,16.32,0.033957,Faustini,32.8,False,Watch,
-87.375,9.375,3,1.6667,0.4426,13.04,0.033935,Haworth,19.3,True,Watch,confirmed within Haworth PSR boundary
-86.875,221.625,3,2.3333,0.2197,6.47,0.033935,de_Gerlache,73.6,False,Background,
-85.875,212.375,8,2.5,0.1639,4.84,0.033905,Sverdrup,108.2,False,Background,
-89.125,37.375,4,2.5,0.1639,4.84,0.033897,Shackleton,28.7,False,Background,
-88.375,220.125,7,2.7143,0.0923,2.73,0.033855,de_Gerlache,43.7,False,Background,
-89.125,221.875,4,1.5,0.4984,14.73,0.03384,Shackleton,28.7,False,Watch,
-87.375,35.125,8,2.0,0.3311,9.79,0.033833,Haworth,53.3,False,Watch,
-89.375,181.625,6,2.1667,0.2754,8.14,0.033821,Shackleton,15.1,False,Background,
-89.375,0.125,4,2.0,0.3311,9.8,0.033791,Shackleton,26.5,False,Watch,
-85.875,73.875,4,1.5,0.4984,14.75,0.033777,Faustini,43.6,False,Watch,
-88.625,213.125,13,2.3077,0.2282,6.76,0.033768,Shackleton,41.8,False,Background,
-88.375,359.125,4,1.75,0.4148,12.28,0.033767,Haworth,27.7,False,Watch,
-85.875,259.375,3,2.3333,0.2197,6.51,0.03376,de_Gerlache,76.5,False,Background,
-86.625,258.875,3,2.3333,0.2197,6.51,0.033758,de_Gerlache,54.3,False,Background,
-87.125,60.625,5,2.4,0.1974,5.85,0.033756,Faustini,33.8,False,Background,
-85.625,265.375,4,2.25,0.2475,7.34,0.03374,de_Gerlache,82.6,False,Background,
-88.125,229.875,4,2.0,0.3311,9.82,0.033732,de_Gerlache,39.1,False,Watch,
-88.875,87.375,3,2.3333,0.2197,6.51,0.033732,Shackleton,27.5,False,Background,
-85.125,97.875,3,2.3333,0.2197,6.52,0.03371,Faustini,69.1,False,Background,
-89.625,301.625,3,1.6667,0.4426,13.15,0.033662,Shackleton,21.3,False,Watch,
-88.125,316.875,5,2.6,0.1305,3.88,0.03366,de_Gerlache,41.4,False,Background,
-85.375,110.625,4,2.5,0.1639,4.87,0.033654,Faustini,75.7,False,Background,
-86.625,190.125,3,2.6667,0.1082,3.22,0.033654,Sverdrup,65.7,False,Background,
-87.125,337.875,3,1.3333,0.5541,16.47,0.033635,Haworth,26.9,False,Watch,
-86.125,244.875,3,1.0,0.6656,19.81,0.033595,de_Gerlache,76.0,False,Watch,
-87.375,222.125,3,2.6667,0.1082,3.22,0.033577,de_Gerlache,60.9,False,Background,
-89.125,196.125,10,1.9,0.3646,10.87,0.033527,Shackleton,24.4,False,Watch,
-88.625,309.875,4,1.75,0.4148,12.37,0.033519,de_Gerlache,31.1,False,Watch,
-85.875,228.875,6,2.3333,0.2197,6.56,0.033507,de_Gerlache,94.7,False,Background,
-85.125,336.625,4,2.0,0.3311,9.88,0.033501,Cabeus,54.5,False,Watch,
-89.375,188.125,6,2.0,0.3311,9.89,0.033499,Shackleton,16.2,False,Watch,
-85.875,191.875,6,2.3333,0.2197,6.56,0.033492,Sverdrup,87.1,False,Background,
-87.625,71.375,5,2.4,0.1974,5.89,0.033489,Faustini,20.7,True,Background,confirmed within Faustini PSR boundary
-88.875,43.375,3,1.6667,0.4426,13.22,0.033484,Shackleton,34.9,False,Watch,
-89.625,128.125,3,2.0,0.3311,9.89,0.03348,Shackleton,1.4,True,Watch,confirmed within Shackleton PSR boundary
-89.375,193.875,4,1.75,0.4148,12.39,0.033466,Shackleton,17.2,False,Watch,
